problem_id,year,code,question_index,question_label,statement,solution_path,result_path,report_path,artifact_path,attachment_count
2016-C,2016,C,1,问题1,附件1是同一生产批次电池出厂时以不同电流强度放电测试的完整放电曲线的采样数据。请根据附件1用初等函数表示各放电曲线，并分别给出各放电曲线的平均相对误差（MRE，定义见附件1）。如果在新电池使用中，分别以30A、40A、50A、60A和70A电流强度放电，测得电压都为9.8伏时，根据你获得的模型，电池的剩余放电时间分别是多少？,cumcm/question_solutions/2016/C/q01/solution.py,cumcm/question_results/2016/C/q01/result.json,cumcm/question_reports/2016/C/q01/report.md,cumcm/question_artifacts/2016/C/q01/experiment_table.csv,2
2016-C,2016,C,2,问题2,试建立以20A到100A之间任一恒定电流强度放电时的放电曲线的数学模型，并用MRE评估模型的精度。用表格和图形给出电流强度为55A时的放电曲线。,cumcm/question_solutions/2016/C/q02/solution.py,cumcm/question_results/2016/C/q02/result.json,cumcm/question_reports/2016/C/q02/report.md,cumcm/question_artifacts/2016/C/q02/experiment_table.csv,2
2016-C,2016,C,3,问题3,附件2是同一电池在不同衰减状态下以同一电流强度从充满电开始放电的记录数据。试预测附件2中电池衰减状态3的剩余放电时间。,cumcm/question_solutions/2016/C/q03/solution.py,cumcm/question_results/2016/C/q03/result.json,cumcm/question_reports/2016/C/q03/report.md,cumcm/question_artifacts/2016/C/q03/experiment_table.csv,2
2016-D,2016,D,1,问题 1,附件1给出了该风电场一年内每隔15分钟的各风机安装处的平均风速和风电场日实际输出功率。试利用这些数据对该风电场的风能资源及其利用情况进行评估。,cumcm/question_solutions/2016/D/q01/solution.py,cumcm/question_results/2016/D/q01/result.json,cumcm/question_reports/2016/D/q01/report.md,cumcm/question_artifacts/2016/D/q01/experiment_table.csv,27
2016-D,2016,D,2,问题 2,附件2给出了该风电场几个典型风机所在处的风速信息，其中4#、16#、24#风机属于一期工程，33#、49#、57#风机属于二期工程，它们的主要参数见附件3。风机生产企业还提供了部分新型号风机，它们的主要参数见附件4。试从风能资源与风机匹配角度判断新型号风机是否比现有风机更为适合。,cumcm/question_solutions/2016/D/q02/solution.py,cumcm/question_results/2016/D/q02/result.json,cumcm/question_reports/2016/D/q02/report.md,cumcm/question_artifacts/2016/D/q02/experiment_table.csv,27
2016-D,2016,D,3,问题 3,为安全生产需要，风机每年需进行两次停机维护，两次维护之间的连续工作时间不超过270天，每次维护需一组维修人员连续工作2天。同时风电场每天需有一组维修人员值班以应对突发情况。风电场现有4组维修人员可从事值班或维护工作，每组维修人员连续工作时间（值班或维护）不超过6天。请制定维修人员的排班方案与风机维护计划，使各组维修人员的工作任务相对均衡，且风电场具有较好的经济效益，试给出你的方法和结果。 附件1 平均风速和风电场日实际输出功率表。 附件2 风电场典型风机报表。 附件3 风电场风机型号及其参数。 附件4 风机生产企业提供的新型号风机主要参数。,cumcm/question_solutions/2016/D/q03/solution.py,cumcm/question_results/2016/D/q03/result.json,cumcm/question_reports/2016/D/q03/report.md,cumcm/question_artifacts/2016/D/q03/experiment_table.csv,27
2017-A,2017,A,1,问题 1,在正方形托盘上放置两个均匀固体介质组成的标定模板，模板的几何信息如图2所示，相应的数据文件见附件1，其中每一点的数值反映了该点的吸收强度，这里称为“吸收率”。对应于该模板的接收信息见附件2。请根据这一模板及其接收信息，确定CT系统旋转中心在正方形托盘中的位置、探测器单元之间的距离以及该CT系统使用的X射线的180个方向。,cumcm/question_solutions/2017/A/q01/solution.py,cumcm/question_results/2017/A/q01/result.json,cumcm/question_reports/2017/A/q01/report.md,cumcm/question_artifacts/2017/A/q01/experiment_table.csv,2
2017-A,2017,A,2,问题 2,附件3是利用上述CT系统得到的某未知介质的接收信息。利用(1)中得到的标定参数，确定该未知介质在正方形托盘中的位置、几何形状和吸收率等信息。另外，请具体给出图3所给的10个位置处的吸收率，相应的数据文件见附件4。,cumcm/question_solutions/2017/A/q02/solution.py,cumcm/question_results/2017/A/q02/result.json,cumcm/question_reports/2017/A/q02/report.md,cumcm/question_artifacts/2017/A/q02/experiment_table.csv,2
2017-A,2017,A,3,问题 3,附件5是利用上述CT系统得到的另一个未知介质的接收信息。利用(1)中得到的标定参数，给出该未知介质的相关信息。另外，请具体给出图3所给的10个位置处的吸收率。,cumcm/question_solutions/2017/A/q03/solution.py,cumcm/question_results/2017/A/q03/result.json,cumcm/question_reports/2017/A/q03/report.md,cumcm/question_artifacts/2017/A/q03/experiment_table.csv,2
2017-A,2017,A,4,问题 4,分析(1)中参数标定的精度和稳定性。在此基础上自行设计新模板、建立对应的标定模型，以改进标定精度和稳定性，并说明理由。,cumcm/question_solutions/2017/A/q04/solution.py,cumcm/question_results/2017/A/q04/result.json,cumcm/question_reports/2017/A/q04/report.md,cumcm/question_artifacts/2017/A/q04/experiment_table.csv,2
2017-A,2017,A,5,问题 1,-(4)中的所有数值结果均保留4位小数。同时提供(2)和(3)重建得到的介质吸收率的数据文件（大小为256×256，格式同附件1，文件名分别为problem2.xls和problem3.xls）,cumcm/question_solutions/2017/A/q05/solution.py,cumcm/question_results/2017/A/q05/result.json,cumcm/question_reports/2017/A/q05/report.md,cumcm/question_artifacts/2017/A/q05/experiment_table.csv,2
2017-B,2017,B,1,问题 1,附件二是会员信息数据，包含了会员的位置、信誉值、参考其信誉给出的任务开始预订时间和预订限额，原则上会员信誉越高，越优先开始挑选任务，其配额也就越大（任务分配时实际上是根据预订限额所占比例进行配发）,cumcm/question_solutions/2017/B/q01/solution.py,cumcm/question_results/2017/B/q01/result.json,cumcm/question_reports/2017/B/q01/report.md,cumcm/question_artifacts/2017/B/q01/experiment_table.csv,4
2017-B,2017,B,2,问题 2,请完成下面的问题： 研究附件一中项目的任务定价规律，分析任务未完成的原因,cumcm/question_solutions/2017/B/q02/solution.py,cumcm/question_results/2017/B/q02/result.json,cumcm/question_reports/2017/B/q02/report.md,cumcm/question_artifacts/2017/B/q02/experiment_table.csv,4
2017-B,2017,B,3,问题 3,为附件一中的项目设计新的任务定价方案，并和原方案进行比较,cumcm/question_solutions/2017/B/q03/solution.py,cumcm/question_results/2017/B/q03/result.json,cumcm/question_reports/2017/B/q03/report.md,cumcm/question_artifacts/2017/B/q03/experiment_table.csv,4
2017-B,2017,B,4,问题 4,实际情况下，多个任务可能因为位置比较集中，导致用户会争相选择，一种考虑是将这些任务联合在一起打包发布,cumcm/question_solutions/2017/B/q04/solution.py,cumcm/question_results/2017/B/q04/result.json,cumcm/question_reports/2017/B/q04/report.md,cumcm/question_artifacts/2017/B/q04/experiment_table.csv,4
2017-B,2017,B,5,问题 5,对附件三中的新项目给出你的任务定价方案，并评价该方案的实施效果,cumcm/question_solutions/2017/B/q05/solution.py,cumcm/question_results/2017/B/q05/result.json,cumcm/question_reports/2017/B/q05/report.md,cumcm/question_artifacts/2017/B/q05/experiment_table.csv,4
2017-C,2017,C,1,问题 1,附件Data1.xls中分别给出了5种物质在不同浓度下的颜色读数，讨论从这5组数据中能否确定颜色读数和物质浓度之间的关系，并给出一些准则来评价这5组数据的优劣,cumcm/question_solutions/2017/C/q01/solution.py,cumcm/question_results/2017/C/q01/result.json,cumcm/question_reports/2017/C/q01/report.md,cumcm/question_artifacts/2017/C/q01/experiment_table.csv,4
2017-C,2017,C,2,问题 2,对附件Data2.xls中的数据，建立颜色读数和物质浓度的数学模型，并给出模型的误差分析,cumcm/question_solutions/2017/C/q02/solution.py,cumcm/question_results/2017/C/q02/result.json,cumcm/question_reports/2017/C/q02/report.md,cumcm/question_artifacts/2017/C/q02/experiment_table.csv,4
2017-D,2017,D,1,问题1,如果采用固定上班时间，不考虑巡检人员的休息时间，采用每天三班倒，每班工作8小时左右，每班需要多少人，巡检线路如何安排，并给出巡检人员的巡检线路和巡检的时间表。,cumcm/question_solutions/2017/D/q01/solution.py,cumcm/question_results/2017/D/q01/result.json,cumcm/question_reports/2017/D/q01/report.md,cumcm/question_artifacts/2017/D/q01/experiment_table.csv,2
2017-D,2017,D,2,问题2,如果巡检人员每巡检2小时左右需要休息一次，休息时间大约是5到10分钟，在中午12时和下午6时左右需要进餐一次，每次进餐时间为30分钟，仍采用每天三班倒，每班需要多少人，巡检线路如何安排，并给出巡检人员的巡检线路和巡检的时间表。,cumcm/question_solutions/2017/D/q02/solution.py,cumcm/question_results/2017/D/q02/result.json,cumcm/question_reports/2017/D/q02/report.md,cumcm/question_artifacts/2017/D/q02/experiment_table.csv,2
2017-D,2017,D,3,问题3,如果采用错时上班，重新讨论问题1和问题2，试分析错时上班是否更节省人力。,cumcm/question_solutions/2017/D/q03/solution.py,cumcm/question_results/2017/D/q03/result.json,cumcm/question_reports/2017/D/q03/report.md,cumcm/question_artifacts/2017/D/q03/experiment_table.csv,2
2018-A,2018,A,1,问题 2,当环境温度为65ºC、IV层的厚度为5.5 mm时，确定II层的最优厚度，确保工作60分钟时，假人皮肤外侧温度不超过47ºC，且超过44ºC的时间不超过5分钟。,cumcm/question_solutions/2018/A/q01/solution.py,cumcm/question_results/2018/A/q01/result.json,cumcm/question_reports/2018/A/q01/report.md,cumcm/question_artifacts/2018/A/q01/experiment_table.csv,2
2018-A,2018,A,2,问题 3,当环境温度为80时，确定II层和IV层的最优厚度，确保工作30分钟时，假人皮肤外侧温度不超过47ºC，且超过44ºC的时间不超过5分钟。 附件1. 专用服装材料的参数值 附件2. 假人皮肤外侧的测量温度,cumcm/question_solutions/2018/A/q02/solution.py,cumcm/question_results/2018/A/q02/result.json,cumcm/question_reports/2018/A/q02/report.md,cumcm/question_artifacts/2018/A/q02/experiment_table.csv,2
2018-B,2018,B,1,问题 1,一道工序的物料加工作业情况，每台CNC安装同样的刀具，物料可以在任一台CNC上加工完成；,cumcm/question_solutions/2018/B/q01/solution.py,cumcm/question_results/2018/B/q01/result.json,cumcm/question_reports/2018/B/q01/report.md,cumcm/question_artifacts/2018/B/q01/experiment_table.csv,7
2018-B,2018,B,2,问题 2,两道工序的物料加工作业情况，每个物料的第一和第二道工序分别由两台不同的CNC依次加工完成；,cumcm/question_solutions/2018/B/q02/solution.py,cumcm/question_results/2018/B/q02/result.json,cumcm/question_reports/2018/B/q02/report.md,cumcm/question_artifacts/2018/B/q02/experiment_table.csv,7
2018-B,2018,B,3,问题 3,CNC在加工过程中可能发生故障（据统计：故障的发生概率约为1%）的情况，每次故障排除（人工处理，未完成的物料报废）时间介于10~20分钟之间，故障排除后即刻加入作业序列。要求分别考虑一道工序和两道工序的物料加工作业情况。 请你们团队完成下列两项任务： 任务1：对一般问题进行研究，给出RGV动态调度模型和相应的求解算法； 任务2：利用表1中系统作业参数的3组数据分别检验模型的实用性和算法的有效性，给出RGV的调度策略和系统的作业效率，并将具体的结果分别填入附件2的EXCEL表中。,cumcm/question_solutions/2018/B/q03/solution.py,cumcm/question_results/2018/B/q03/result.json,cumcm/question_reports/2018/B/q03/report.md,cumcm/question_artifacts/2018/B/q03/experiment_table.csv,7
2018-C,2018,C,1,问题 1,分析该商场会员的消费特征，比较会员与非会员群体的差异，并说明会员群体给商场带来的价值。,cumcm/question_solutions/2018/C/q01/solution.py,cumcm/question_results/2018/C/q01/result.json,cumcm/question_reports/2018/C/q01/report.md,cumcm/question_artifacts/2018/C/q01/experiment_table.csv,2
2018-C,2018,C,2,问题 2,针对会员的消费情况建立能够刻画每一位会员购买力的数学模型，以便能够对每个会员的价值进行识别。,cumcm/question_solutions/2018/C/q02/solution.py,cumcm/question_results/2018/C/q02/result.json,cumcm/question_reports/2018/C/q02/report.md,cumcm/question_artifacts/2018/C/q02/experiment_table.csv,2
2018-C,2018,C,3,问题 3,"作为零售行业的重要资源，会员具有生命周期(会员从入会到退出的整个过程),会员的状态（比如活跃和非活跃）也会发生变化。试在某个时间窗口，建立会员生命周期和状态划分的数学模型，使商场管理者能够更有效地对会员进行管理。",cumcm/question_solutions/2018/C/q03/solution.py,cumcm/question_results/2018/C/q03/result.json,cumcm/question_reports/2018/C/q03/report.md,cumcm/question_artifacts/2018/C/q03/experiment_table.csv,2
2018-C,2018,C,4,问题 4,建立数学模型计算会员生命周期中非活跃会员的激活率，即从非活跃会员转化为活跃会员的可能性，并从实际销售数据出发，确定激活率和商场促销活动之间的关系模型。,cumcm/question_solutions/2018/C/q04/solution.py,cumcm/question_results/2018/C/q04/result.json,cumcm/question_reports/2018/C/q04/report.md,cumcm/question_artifacts/2018/C/q04/experiment_table.csv,2
2018-C,2018,C,5,问题 5,连带消费是购物中心经营的核心，如果商家将策划某次促销活动，如何根据会员的喜好和商品的连带率来策划此次促销活动？,cumcm/question_solutions/2018/C/q05/solution.py,cumcm/question_results/2018/C/q05/result.json,cumcm/question_reports/2018/C/q05/report.md,cumcm/question_artifacts/2018/C/q05/experiment_table.csv,2
2018-D,2018,D,1,问题 一,问题背景 某汽车公司生产多种型号的汽车，每种型号由品牌、配置、动力、驱动、颜色5种属性确定。品牌分为A1和A2两种，配置分为B1、B2、B3、B4、B5和B6六种，动力分为汽油和柴油2种，驱动分为两驱和四驱2种，颜色分为黑、白、蓝、黄、红、银、棕、灰、金9种。 公司每天可装配各种型号的汽车460辆，其中白班、晚班（每班12小时）各230辆。每天生产各种型号车辆的具体数量根据市场需求和销售情况确定。附件给出了该企业2018年9月17日至9月23日一周的生产计划。 公司的装配流程如图1所示。待装配车辆按一定顺序排成一列，首先匀速通过总装线依次进行总装作业，随后按序分为C1、C2线进行喷涂作业。,cumcm/question_solutions/2018/D/q01/solution.py,cumcm/question_results/2018/D/q01/result.json,cumcm/question_reports/2018/D/q01/report.md,cumcm/question_artifacts/2018/D/q01/experiment_table.csv,2
2018-D,2018,D,2,问题 二,装配要求 由于工艺流程的制约和质量控制的需要以及降低成本的考虑，总装和喷涂作业对经过生产线车辆型号有多种要求：,cumcm/question_solutions/2018/D/q02/solution.py,cumcm/question_results/2018/D/q02/result.json,cumcm/question_reports/2018/D/q02/report.md,cumcm/question_artifacts/2018/D/q02/experiment_table.csv,2
2018-D,2018,D,3,问题 1,每天白班和晚班都是按照先A1后A2的品牌顺序，装配当天两种品牌各一半数量的汽车。如9月17日需装配的A1和A2的汽车分别为364和96辆，则该日每班首先装配182辆A1汽车，随后装配48辆A2汽车。,cumcm/question_solutions/2018/D/q03/solution.py,cumcm/question_results/2018/D/q03/result.json,cumcm/question_reports/2018/D/q03/report.md,cumcm/question_artifacts/2018/D/q03/experiment_table.csv,2
2018-D,2018,D,4,问题 2,四驱汽车连续装配数量不得超过2辆，两批四驱汽车之间间隔的两驱汽车的数量至少是10辆；柴油汽车连续装配数量不得超过2辆，两批柴油汽车之间间隔的汽油汽车的数量至少10辆。若间隔数量无法满足要求，仍希望间隔数量越多越好。间隔数量在5-9辆仍是可以接受的，但代价很高。,cumcm/question_solutions/2018/D/q04/solution.py,cumcm/question_results/2018/D/q04/result.json,cumcm/question_reports/2018/D/q04/report.md,cumcm/question_artifacts/2018/D/q04/experiment_table.csv,2
2018-D,2018,D,5,问题 3,同一品牌下相同配置车辆尽量连续，减少不同配置车辆之间的切换次数。,cumcm/question_solutions/2018/D/q05/solution.py,cumcm/question_results/2018/D/q05/result.json,cumcm/question_reports/2018/D/q05/report.md,cumcm/question_artifacts/2018/D/q05/experiment_table.csv,2
2018-D,2018,D,6,问题 4,对于颜色有如下要求： 1）蓝、黄、红三种颜色汽车的喷涂只能在C1线上进行，金色汽车的喷涂只能在C2线上进行，其他颜色汽车的喷涂可以在C1和C2任意一条喷涂线上进行。 2）除黑、白两种颜色外，在同一条喷涂线上，同种颜色的汽车应尽量连续喷涂作业。 3）喷涂线上不同颜色汽车之间的切换次数尽可能少，特别地，黑色汽车与其它颜色的汽车之间的切换代价很高。 4）不同颜色汽车在总装线上排列时的具体要求如下： （a）黑色汽车连续排列的数量在50-70辆之间，两批黑色汽车在总装线上需间隔至少20辆。 （b）白色汽车可以连续排列，也可以与颜色为蓝或棕的汽车间隔排列； （c）颜色为黄或红的汽车必须与颜色为银、灰、棕、金中的一种颜色的汽车间隔排列； （d）蓝色汽车必须与白色汽车间隔排列； （e）金色汽车要求与颜色为黄或红的汽车间隔排列；若无法满足要求，也可以与颜色为灰、棕、银中的一种颜色的汽车间隔排列； （f）颜色为灰或银的汽车可以连续排列，也可以与颜色为黄、红、金中的一种颜色的汽车间隔排列； （g）棕色汽车可以连续排列，也可以与颜色为黄、红、金、白中的一种颜色的汽车间隔排列。 （h）关于其他颜色的搭配，遵循“没有允许即为禁止”的原则。 由于该公司的生产线24小时不间断作业，以上总装线和喷涂线的各项要求对相邻班次（包括当日晚班与次日白班）的车辆同样适用。,cumcm/question_solutions/2018/D/q06/solution.py,cumcm/question_results/2018/D/q06/result.json,cumcm/question_reports/2018/D/q06/report.md,cumcm/question_artifacts/2018/D/q06/experiment_table.csv,2
2018-D,2018,D,7,问题 1,根据问题的背景、装配要求以及附件中的数据，建立数学模型或者设计算法，使其能给出符合要求、且具有较低生产成本的装配顺序。,cumcm/question_solutions/2018/D/q07/solution.py,cumcm/question_results/2018/D/q07/result.json,cumcm/question_reports/2018/D/q07/report.md,cumcm/question_artifacts/2018/D/q07/experiment_table.csv,2
2018-D,2018,D,8,问题 2,根据（1）中的数学模型或算法，针对附件中的数据，给出你们的计算结果： （a）将9月20日的装配顺序按照下表格式填写在表中，并将此表放在论文的附录中。 9月20日的装配顺序 （b）按照上表的格式给出9月17日至9月23日每天的装配顺序，文件以“schedule.xlsx”命名，作为论文的支撑材料与论文同时提交。,cumcm/question_solutions/2018/D/q08/solution.py,cumcm/question_results/2018/D/q08/result.json,cumcm/question_reports/2018/D/q08/report.md,cumcm/question_artifacts/2018/D/q08/experiment_table.csv,2
2019-A,2019,A,1,问题1,某型号高压油管的内腔长度为500mm，内直径为10mm，供油入口A处小孔的直径为1.4mm，通过单向阀开关控制供油时间的长短，单向阀每打开一次后就要关闭10ms。喷油器每秒工作10次，每次工作时喷油时间为2.4ms，喷油器工作时从喷油嘴B处向外喷油的速率如图2所示。高压油泵在入口A处提供的压力恒为160 MPa，高压油管内的初始压力为100 MPa。如果要将高压油管内的压力尽可能稳定在100 MPa左右，如何设置单向阀每次开启的时长？如果要将高压油管内的压力从100 MPa增加到150 MPa，且分别经过约2 s、5 s和10 s的调整过程后稳定在150 MPa，单向阀开启的时长应如何调整？,cumcm/question_solutions/2019/A/q01/solution.py,cumcm/question_results/2019/A/q01/result.json,cumcm/question_reports/2019/A/q01/report.md,cumcm/question_artifacts/2019/A/q01/experiment_table.csv,5
2019-A,2019,A,2,问题2,在实际工作过程中，高压油管A处的燃油来自高压油泵的柱塞腔出口，喷油由喷油嘴的针阀控制。高压油泵柱塞的压油过程如图3所示，凸轮驱动柱塞上下运动，凸轮边缘曲线与角度的关系见附件1。柱塞向上运动时压缩柱塞腔内的燃油，当柱塞腔内的压力大于高压油管内的压力时，柱塞腔与高压油管连接的单向阀开启，燃油进入高压油管内。柱塞腔内直径为5mm，柱塞运动到上止点位置时，柱塞腔残余容积为20mm3。柱塞运动到下止点时，低压燃油会充满柱塞腔（包括残余容积），低压燃油的压力为0.5 MPa。喷油器喷嘴结构如图4所示，针阀直径为2.5mm、密封座是半角为9°的圆锥，最下端喷孔的直径为1.4mm。针阀升程为0时，针阀关闭；针阀升程大于0时，针阀开启，燃油向喷孔流动，通过喷孔喷出。在一个喷油周期内针阀升程与时间的关系由附件2给出。在问题1中给出的喷油器工作次数、高压油管尺寸和初始压力下，确定凸轮的角速度，使得高压油管内的压力尽量稳定在100 MPa左右。,cumcm/question_solutions/2019/A/q02/solution.py,cumcm/question_results/2019/A/q02/result.json,cumcm/question_reports/2019/A/q02/report.md,cumcm/question_artifacts/2019/A/q02/experiment_table.csv,5
2019-A,2019,A,3,问题3,在问题2的基础上，再增加一个喷油嘴，每个喷嘴喷油规律相同，喷油和供油策略应如何调整？为了更有效地控制高压油管的压力，现计划在D处安装一个单向减压阀（图5）。单向减压阀出口为直径为1.4mm的圆，打开后高压油管内的燃油可以在压力下回流到外部低压油路中，从而使得高压油管内燃油的压力减小。请给出高压油泵和减压阀的控制方案。,cumcm/question_solutions/2019/A/q03/solution.py,cumcm/question_results/2019/A/q03/result.json,cumcm/question_reports/2019/A/q03/report.md,cumcm/question_artifacts/2019/A/q03/experiment_table.csv,5
2019-B,2019,B,1,问题 1,在理想状态下，每个人都可以精确控制用力方向、时机和力度，试讨论 这种情形下团队的最佳协作策略，并给出该策略下的颠球高度。,cumcm/question_solutions/2019/B/q01/solution.py,cumcm/question_results/2019/B/q01/result.json,cumcm/question_reports/2019/B/q01/report.md,cumcm/question_artifacts/2019/B/q01/experiment_table.csv,2
2019-B,2019,B,2,问题 2,在现实情形中，队员发力时机和力度不可能做到精确控制，存在一定误 差， 于是鼓面可能出现倾斜。 试建立模型描述队员的发力时机和力度与某一特定 时刻的鼓面倾斜角度的关系。 设队员人数为8， 绳长为1.7m， 鼓面初始时刻是水 平静止的，初始位置较绳子水平时下降 11 cm，表 1 中给出了队员们的不同发力 时机和力度，求 0.1 s 时鼓面的倾斜角度。,cumcm/question_solutions/2019/B/q02/solution.py,cumcm/question_results/2019/B/q02/result.json,cumcm/question_reports/2019/B/q02/report.md,cumcm/question_artifacts/2019/B/q02/experiment_table.csv,2
2019-B,2019,B,3,问题 3,在现实情形中，根据问题 2 的模型，你们在问题 1 中给出的策略是否需 要调整？如果需要，如何调整？,cumcm/question_solutions/2019/B/q03/solution.py,cumcm/question_results/2019/B/q03/result.json,cumcm/question_reports/2019/B/q03/report.md,cumcm/question_artifacts/2019/B/q03/experiment_table.csv,2
2019-B,2019,B,4,问题 4,当鼓面发生倾斜时， 球跳动方向不再竖直， 于是需要队员调整拉绳策略。 假设人数为 10，绳长为 2m，球的反弹高度为 60cm，相对于竖直方向产生 1 度 的倾斜角度，且倾斜方向在水平面的投影指向某两位队员之间， 与这两位队员的 夹角之比为 1:2。为了将球调整为竖直状态弹跳，请给出在可精确控制条件下所 有队员的发力时机及力度，并分析在现实情形中这种调整策略的实施效果。,cumcm/question_solutions/2019/B/q04/solution.py,cumcm/question_results/2019/B/q04/result.json,cumcm/question_reports/2019/B/q04/report.md,cumcm/question_artifacts/2019/B/q04/experiment_table.csv,2
2019-C,2019,C,1,问题 1,分析研究与出租车司机决策相关因素的影响机理，综合考虑机场乘客数量的变化规律和出租车司机的收益，建立出租车司机选择决策模型，并给出司机的选择策略。,cumcm/question_solutions/2019/C/q01/solution.py,cumcm/question_results/2019/C/q01/result.json,cumcm/question_reports/2019/C/q01/report.md,cumcm/question_artifacts/2019/C/q01/experiment_table.csv,2
2019-C,2019,C,2,问题 2,收集国内某一机场及其所在城市出租车的相关数据，给出该机场出租车司机的选择方案，并分析模型的合理性和对相关因素的依赖性。,cumcm/question_solutions/2019/C/q02/solution.py,cumcm/question_results/2019/C/q02/result.json,cumcm/question_reports/2019/C/q02/report.md,cumcm/question_artifacts/2019/C/q02/experiment_table.csv,2
2019-C,2019,C,3,问题 3,在某些时候，经常会出现出租车排队载客和乘客排队乘车的情况。某机场“乘车区”现有两条并行车道，管理部门应如何设置“上车点”，并合理安排出租车和乘客，在保证车辆和乘客安全的条件下，使得总的乘车效率最高。,cumcm/question_solutions/2019/C/q03/solution.py,cumcm/question_results/2019/C/q03/result.json,cumcm/question_reports/2019/C/q03/report.md,cumcm/question_artifacts/2019/C/q03/experiment_table.csv,2
2019-C,2019,C,4,问题 4,机场的出租车载客收益与载客的行驶里程有关，乘客的目的地有远有近，出租车司机不能选择乘客和拒载，但允许出租车多次往返载客。管理部门拟对某些短途载客再次返回的出租车给予一定的“优先权”，使得这些出租车的收益尽量均衡，试给出一个可行的“优先”安排方案。,cumcm/question_solutions/2019/C/q04/solution.py,cumcm/question_results/2019/C/q04/result.json,cumcm/question_reports/2019/C/q04/report.md,cumcm/question_artifacts/2019/C/q04/experiment_table.csv,2
