problem_id,year,code,question_index,question_label,statement,solution_path,result_path,report_path,artifact_path,attachment_count
2021-C,2021,C,1,问题 1,根据附件1，对402 家供应商的供货特征进行量化分析，建立反映保障企业生产 重要性的数学模型，在此基础上确定50 家最重要的供应商， 并在论文中列表给出结果。,cumcm/question_solutions/2021/C/q01/solution.py,cumcm/question_results/2021/C/q01/result.json,cumcm/question_reports/2021/C/q01/report.md,cumcm/question_artifacts/2021/C/q01/experiment_table.csv,5
2021-C,2021,C,2,问题 2,参考问题1， 该企业应至少选择多少家供应商供应原材料才可能满足生产的需求？ 针对这些供应商，为该企业制定未来 24 周每周最经济的原材料订购方案，并据此制定 损耗最少的转运方案。试对订购方案和转运方案的实施效果进行分析。,cumcm/question_solutions/2021/C/q02/solution.py,cumcm/question_results/2021/C/q02/result.json,cumcm/question_reports/2021/C/q02/report.md,cumcm/question_artifacts/2021/C/q02/experiment_table.csv,5
2021-C,2021,C,3,问题 3,该企业为了压缩生产成本，现计划尽量多地采购 A 类和尽量少地采购 C 类原材 料，以减少转运及仓储的成本，同时希望转运商的转运损耗率尽量少。请制定新的订购 方案及转运方案，并分析方案的实施效果。,cumcm/question_solutions/2021/C/q03/solution.py,cumcm/question_results/2021/C/q03/result.json,cumcm/question_reports/2021/C/q03/report.md,cumcm/question_artifacts/2021/C/q03/experiment_table.csv,5
2021-C,2021,C,4,问题 4,该企业通过技术改造已具备了提高产能的潜力。 根据现有原材料的供应商和转运 商的实际情况，确定该企业每周的产能可以提高多少，并给出未来 24 周的订购和转运 方案。 注：请将问题 2、问题 3 和问题 4 订购方案的数值结果填入附件 A，转运方案的数 值结果填入附件 B，并作为支撑材料（勿改变文件名）随论文一起提交。 附件 1 的数据说明,cumcm/question_solutions/2021/C/q04/solution.py,cumcm/question_results/2021/C/q04/result.json,cumcm/question_reports/2021/C/q04/report.md,cumcm/question_artifacts/2021/C/q04/experiment_table.csv,5
2021-C,2021,C,5,问题 1,企业的订货量：第一列为供应商的名称； 第二列为供应商供应原材料的类别； 第三列及以后共240 列为企业向各供应商每周的订货量 （单位： 立方米） ； 数值 “0”表 示相应的周（所在列）没有向供应商（所在行）订货。,cumcm/question_solutions/2021/C/q05/solution.py,cumcm/question_results/2021/C/q05/result.json,cumcm/question_reports/2021/C/q05/report.md,cumcm/question_artifacts/2021/C/q05/experiment_table.csv,5
2021-C,2021,C,6,问题 2,供应商的供货量：第一列为供应商的名称； 第二列为供应商供应原材料的类别； 第三列及以后共240 列为各供应商每周的供货量 （单位： 立方米） ； 数值 “0” 表示相应 的周（所在列）供应商（所在行）没有供货。 附件 2 的数据说明 第一列为转运商的名称； 第二列及以后共240 列为每周各转运商的运输损耗率 （%）， 即 100%−=供货量 接收量损耗率 供货量 ；数值“0”表示没有运送。,cumcm/question_solutions/2021/C/q06/solution.py,cumcm/question_results/2021/C/q06/result.json,cumcm/question_reports/2021/C/q06/report.md,cumcm/question_artifacts/2021/C/q06/experiment_table.csv,5
2021-D,2021,D,1,问题 1,在满足基本要求和正常要求的条件下，依据尾坯长度制定出最优的 切割方案。假定用户目标值为 9.5 米，目标范围为 9.0~10.0 米，对以下尾坯长 度：109.0、93.4、80.9、72.0、62.7、52.5、44.9、42.7、31.6、22.7、14.5 和13.7（单位：米） ，按“尾坯长度、切割方案、切割损失”等内容列表给出具 体的最优切割方案。,cumcm/question_solutions/2021/D/q01/solution.py,cumcm/question_results/2021/D/q01/result.json,cumcm/question_reports/2021/D/q01/report.md,cumcm/question_artifacts/2021/D/q01/experiment_table.csv,1
2021-D,2021,D,2,问题 2,在结晶器出现异常时，给出实时的最优切割方案：(1)在钢坯第 1 次出现报废段时，给出此段钢坯的切割方案；(2)在出现新的报废段后 （如图2）， 给出新一段钢坯的切割方案和当前段钢坯切割的调整方案，或声明不作调整。 假设结晶器出现异常的时刻在 0.0、45.6、98.6、131.5、190.8、233.3、 266.0、270.7 和327.9（单位：分钟） ， 用户目标值是9.5 米， 目标范围是9.0~10.0 米。在满足基本要求和正常要求的条件下， 按 “初始切割方案、 调整后的切割方 案、切割损失”等内容列表给出这些时刻具体的最优切割方案。,cumcm/question_solutions/2021/D/q02/solution.py,cumcm/question_results/2021/D/q02/result.json,cumcm/question_reports/2021/D/q02/report.md,cumcm/question_artifacts/2021/D/q02/experiment_table.csv,1
2021-D,2021,D,3,问题 3,"假设实时最优切割方案和结晶器出现异常的时刻均与问题 2 相同， 在满足基本要求和正常要求的条件下，对（1）用户目标值是 8.5 米，目标范围 是 8.0~9.0 米,（2）用户目标值是 11.1 米，目标范围是10.6~11.6 米两种情况 分别按 “初始切割方案、 调整后的切割方案、 切割损失” 等内容给出具体的最优 切割方案。 附录：参数与要求 工艺参数：切割机切断一块钢坯的时间为3 分钟，切割后，返回到工作起点 的时间为 1 分钟。从结晶器中心到切割机工作起点处钢坯的长度是 60.0 米，连 铸拉坯的速度为1.0 米/分钟。当结晶器出现异常时，报废段的长度是 0.8 米。 基本要求：切割后的钢坯长度必须在 4.8~12.6 米之间，否则无法运走，阻 碍生产。下道工序能够接受的钢坯长度是 8.0~11.6 米，如果不在此范围内，可 以将钢坯运走进行二次离线切割，但切割下的部分报废，从而产生损失。例如， 12.6 米的钢坯切掉1.0 米变成 11.6 米，切下来的1.0 米报废；而小于 8.0 米的 钢坯只能全部报废。 正常要求：正常切割是按照用户要求的长度进行切割。 用户要求包含目标值 和目标范围， 钢坯的切割长度应尽量满足目标值，而在目标范围内的长度也是可 以接受的。例如，目标值是 9.5 米，目标范围是 9.0~10.0 米，则切割长度尽量 是 9.5 米，而在 9.0~10.0 米之间的长度是允许的。当钢坯长度不在目标范围内 时，会产生损失。例如，钢坯长度是11.6 米，多出来的1.6 米报废。",cumcm/question_solutions/2021/D/q03/solution.py,cumcm/question_results/2021/D/q03/result.json,cumcm/question_reports/2021/D/q03/report.md,cumcm/question_artifacts/2021/D/q03/experiment_table.csv,1
2021-E,2021,E,1,问题 1,根据附件 1 中几种药材的中红外光谱数据，研究不同种类药材的特 征和差异性，并鉴别药材的种类。,cumcm/question_solutions/2021/E/q01/solution.py,cumcm/question_results/2021/E/q01/result.json,cumcm/question_reports/2021/E/q01/report.md,cumcm/question_artifacts/2021/E/q01/experiment_table.csv,5
2021-E,2021,E,2,问题 2,根据附件 2 中某一种药材的中红外光谱数据，分析不同产地药材的 特征和差异性，试鉴别药材的产地，并将下表中所给出编号的药材产地的鉴别结 果填入表格中。 No 3 14 38 48 58 71 79 86 89 110 134 152 227 331 618 OP,cumcm/question_solutions/2021/E/q02/solution.py,cumcm/question_results/2021/E/q02/result.json,cumcm/question_reports/2021/E/q02/report.md,cumcm/question_artifacts/2021/E/q02/experiment_table.csv,5
2021-E,2021,E,3,问题 3,根据附件 3 中某一种药材的近红外和中红外数据，试鉴别该种药材 的产地，并将下表中所给出编号的药材产地的鉴别结果填入表中。 No 4 15 22 30 34 45 74 114 170 209 OP,cumcm/question_solutions/2021/E/q03/solution.py,cumcm/question_results/2021/E/q03/result.json,cumcm/question_reports/2021/E/q03/report.md,cumcm/question_artifacts/2021/E/q03/experiment_table.csv,5
2021-E,2021,E,4,问题 4,附件 4 给出了几种药材的近红外光谱数据，试鉴别药材的类别与产 地，并将下表中所给出编号的药材类别与产地的鉴别结果填入表各中。 No 94 109 140 278 308 330 347 Class OP,cumcm/question_solutions/2021/E/q04/solution.py,cumcm/question_results/2021/E/q04/result.json,cumcm/question_reports/2021/E/q04/report.md,cumcm/question_artifacts/2021/E/q04/experiment_table.csv,5
2022-B,2022,B,1,问题 1,编队由 10 架无人机组成，形成圆形编队，其中 9 架无人机（编号 FY01~FY09）均 匀分布在某一圆周上，另 1 架无人机（编号 FY00）位于圆心（见图 2）。无人机基于自身感知 的高度信息，均保持在同一个高度上飞行。,cumcm/question_solutions/2022/B/q01/solution.py,cumcm/question_results/2022/B/q01/result.json,cumcm/question_reports/2022/B/q01/report.md,cumcm/question_artifacts/2022/B/q01/experiment_table.csv,0
2022-B,2022,B,2,问题 2,实际飞行中， 无人机集群也可以是其他编队队形，例如锥形编队队形（见图 3，直 线上相邻两架无人机的间距相等，如 50 m）。仍考虑纯方位无源定位的情形，设计无人机位置 调整方案。,cumcm/question_solutions/2022/B/q02/solution.py,cumcm/question_results/2022/B/q02/result.json,cumcm/question_reports/2022/B/q02/report.md,cumcm/question_artifacts/2022/B/q02/experiment_table.csv,0
2022-D,2022,D,1,问题 1,(1) 要求在 𝐾 分钟内完成 𝑁 (≥ 5) 支分队主站间气象报文的信息共享，请研究 𝐾 的最小值与 𝑁 的关系，并建立 𝐾 分钟内实现 𝑁 个主站间气象报文信息共享的一般传输 模型。 (2) 在上述模型中， 取 𝑁 = 9， 给出 𝐾 的相应最小值， 并根据一般传输模型给出此时主站 间气象报文的信息共享方案，将结果按表 1 的格式填报。填报结果时，注意消息的完整性，例 如：在“发送信息所属站点序号”一栏中填写“5”，表示本轮所发送消息来自于第 5 号主站，,cumcm/question_solutions/2022/D/q01/solution.py,cumcm/question_results/2022/D/q01/result.json,cumcm/question_reports/2022/D/q01/report.md,cumcm/question_artifacts/2022/D/q01/experiment_table.csv,0
2022-D,2022,D,2,问题 2,为了提高气象信息的地理密度，除了实现主站间气象报文的信息共享外，还需要 使用副站气象信息加以补充。 (1) 若要求在 𝐾 分钟内完成 𝑁 个主站间气象报文的信息共享，且每个主站满足条件：对 每支分队， 成功接收该分队至少一个副站的气象报文的概率不低于0.9。 请就 𝐾 (≥ 5) 的情形， 研究 𝑁 的最大值与 𝐾 的关系，并建立 𝐾 分钟内满足以上条件的信息传输的一般模型。若主 站间气象报文信息共享的传输方案与问题 1 相同，则只需给出副站气象报文的传输方案。 (2) 对于 𝐾 = 7， 给出 𝑁 的最大值， 并根据一般传输模型给出此时副站气象报文的传输方 案，将结果按表 2 的格式填报。求出在你们的传输方案下平均有多少个主站能成功接收每支分 队至少一个副站的气象报文，以及任一主站平均能成功接收多少个副站的气象报文。,cumcm/question_solutions/2022/D/q02/solution.py,cumcm/question_results/2022/D/q02/result.json,cumcm/question_reports/2022/D/q02/report.md,cumcm/question_artifacts/2022/D/q02/experiment_table.csv,0
2022-D,2022,D,3,问题 3,若要求在 𝐾 = 8 分钟内完成 𝑁 个主站间气象报文的信息共享，且每个主站满足 条件： 对每支分队， 成功接收该分队至少一个副站的气象报文的概率不低于0.97， 请给出 𝑁 的 最大值，并给出此时主站间气象报文信息共享的传输方案与副站气象报文信息的传输方案，将 前者按表 1 的格式填报，后者按表 2 的格式填报。求出在你们的传输方案下平均有多少个主站 能成功接收每支分队至少一个副站的气象报文，以及任一个主站平均能成功接收多少个副站的 气象报文。,cumcm/question_solutions/2022/D/q03/solution.py,cumcm/question_results/2022/D/q03/result.json,cumcm/question_reports/2022/D/q03/report.md,cumcm/question_artifacts/2022/D/q03/experiment_table.csv,0
2023-D,2023,D,1,问题 1,不考虑不确定因素和种羊的淘汰更新，假定自然交配期 20 天，母羊都能受孕，孕 期 149 天，每胎产羔 2 只，哺乳期 40 天，羔羊育肥期 210 天，母羊空怀休整期 20 天。该湖羊 养殖场现有 112 个标准羊栏，在实现连续生产的条件下，试确定养殖场种公羊与基础母羊的合 理数量， 并估算年化出栏羊只数量的范围。 若该养殖场希望每年出栏不少于 1500 只羊，试估算 现有标准羊栏数量的缺口。,cumcm/question_solutions/2023/D/q01/solution.py,cumcm/question_results/2023/D/q01/result.json,cumcm/question_reports/2023/D/q01/report.md,cumcm/question_artifacts/2023/D/q01/experiment_table.csv,0
2023-D,2023,D,2,问题 2,在问题 1 的基础上，对 112 个标准羊栏给出具体的生产计划（包括种公羊与基础 母羊的配种时机和数量、羊栏的使用方案、年化出栏羊只数量等），使得年化出栏羊只数量最 大。,cumcm/question_solutions/2023/D/q02/solution.py,cumcm/question_results/2023/D/q02/result.json,cumcm/question_reports/2023/D/q02/report.md,cumcm/question_artifacts/2023/D/q02/experiment_table.csv,0
2023-D,2023,D,3,问题 3,问题 1 和问题 2 中用到的数据都没有考虑不确定性，一旦决定了什么时间开始对 多少可配种的基础母羊进行配种，后续对羊栏的安排和需求也就随之确定。例如，用 3 个羊栏 给 42 只母羊进行配种，孕期需要 6 个羊栏，哺乳期需要 7 个羊栏给怀孕母羊分娩和哺乳， 哺乳 期结束就需要给 84 只断奶羔羊和 42 只母羊共安排 9 个羊栏进行育肥和休整。但实际情况并非 如此，配种成功率、分娩羔羊的数目和死亡率等都有不确定性，哺乳时间也可以调控，这些都 会影响空间需求。 现根据经验作以下考虑： (1) 母羊通过自然交配受孕率为 85%，交配期结束后 30 天可识别出是否成功受孕； (2) 在自然交配的 20 天中受孕母羊的受孕时间并不确知，而孕期会在 147-150 天内波动， 这些因素将影响到预产期范围； (3) 怀孕母羊分娩时一般每胎产羔 2 只，少部分每胎产羔 1 只或 3 只及以上，目前尚没有 实用手段控制或提前得知产羔数。羔羊出生时，有夭折的可能，多羔死亡率高于正常。通常可 以按平均每胎产羔 2.2 只、羔羊平均死亡率 3%估算。 (4) 母羊哺乳期过短不利于羔羊后期的生长，通常是羔羊体重达到一定标准后断奶；而哺乳 期过长，母羊的身体消耗就越大，早点断奶，有利于早恢复、早发情配种。一种经验做法是将 哺乳期控制在 35-45 天内，以 40 天为基准，哺乳期每减少1 天，羔羊的育肥期增加2 天；哺乳 期每增加 1 天， 羔羊的育肥期减少2 天。除此之外， 母羊的空怀休整期可在不少于18 天的前提 下灵活调控。 此外，如有必要，允许分娩日期相差不超过 7 天的哺乳期母羊及所产羔羊同栏，允许断奶 日期相差不超过 7 天的育肥期羔羊同栏，允许断奶日期相差不超过 7 天的休整期母羊同栏。为 简化问题，不考虑母羊流产、死亡以及羔羊在哺乳期或育肥期夭折和个体发育快慢等情况。 在以上不确定性的考虑下，生产计划的制定与问题 1 和问题 2 将有较大的不同：一旦作出 了“什么时间开始对多少可配种的基础母羊进行配种”的决定，后续羊栏的需求和安排不再是 随之确定的， 而是每一步都会出现若干种可能的情况需要作相应的并遵从基本规则的安排处理， 但无法改变或调整上一步。因此，某种意义上，本问题要讨论研究的生产计划将是一个应对多 种可能情况的“预案集”。 请综合考虑可行性和年化出栏羊只数量，制定具体的生产计划，使得整体方案的期望损失 最小。其中整体方案的损失由羊栏使用情况决定，当羊栏空置时， 每栏每天的损失为1； 当羊栏 数量不够时，所缺的羊栏每栏每天的损失（即租用费）为 3。,cumcm/question_solutions/2023/D/q03/solution.py,cumcm/question_results/2023/D/q03/result.json,cumcm/question_reports/2023/D/q03/report.md,cumcm/question_artifacts/2023/D/q03/experiment_table.csv,0
2024-A,2024,A,1,问题 1,舞龙队沿螺距为 55 cm 的等距螺线顺时针盘入，各把手中心均位于螺线上。龙 头前把手的行进速度始终保持 1 m/s。初始时，龙头位于螺线第 16 圈 A 点处（见图 4）。请 给出从初始时刻到 300 s 为止，每秒整个舞龙队的位置和速度（指龙头、龙身和龙尾各前把 手及龙尾后把手中心的位置和速度，下同），将结果保存到文件 result1.xlsx 中（模板文件见 附件，其中“龙尾 （后）”表示龙尾后把手， 其余的均是前把手，结果保留 6 位小数， 下同）。 同时在论文中给出 0 s、60 s、120 s、180 s、240 s、300 s 时，龙头前把手、龙头后面第 1、 51、101、151、201 节龙身前把手和龙尾后把手的位置和速度（格式见表 1 和表 2）。 27.5 cm 第 2 个孔，孔径 5.5 cm 27.5 cm 第 1 个孔，孔径 5.5 cm 30 cm 27.5 cm 27.5 cm 30 cm 220 cm 第 2 个孔， 孔径 5.5 cm 第 1 个孔， 孔径 5.5 cm 27.5 cm 27.5 cm 前一节龙身后部 后一节龙身前部 前把手 341 cm 2,cumcm/question_solutions/2024/A/q01/solution.py,cumcm/question_results/2024/A/q01/result.json,cumcm/question_reports/2024/A/q01/report.md,cumcm/question_artifacts/2024/A/q01/experiment_table.csv,4
2024-A,2024,A,2,问题 2,舞龙队沿问题 1 设定的螺线盘入， 请确定舞龙队盘入的终止时刻， 使得板凳之 间不发生碰撞（即舞龙队不能再继续盘入的时间），并给出此时舞龙队的位置和速度，将结 果存放到文件 result2.xlsx 中（模板文件见附件）。同时在论文中给出此时龙头前把手、龙头 后面第 1、51、101、151、201 条龙身前把手和龙尾后把手的位置和速度。,cumcm/question_solutions/2024/A/q02/solution.py,cumcm/question_results/2024/A/q02/result.json,cumcm/question_reports/2024/A/q02/report.md,cumcm/question_artifacts/2024/A/q02/experiment_table.csv,4
2024-A,2024,A,3,问题 3,从盘入到盘出， 舞龙队将由顺时针盘入调头切换为逆时针盘出，这需要一定的 调头空间。若调头空间是以螺线中心为圆心、直径为 9 m 的圆形区域（见图 5），请确定最 小螺距，使得龙头前把手能够沿着相应的螺线盘入到调头空间的边界。,cumcm/question_solutions/2024/A/q03/solution.py,cumcm/question_results/2024/A/q03/result.json,cumcm/question_reports/2024/A/q03/report.md,cumcm/question_artifacts/2024/A/q03/experiment_table.csv,4
2024-A,2024,A,4,问题 4,盘入螺线的螺距为 1.7 m，盘出螺线与盘入螺线关于螺线中心呈中心对称，舞 龙队在问题 3 设定的调头空间内完成调头，调头路径是由两段圆弧相切连接而成的 S 形曲 线，前一段圆弧的半径是后一段的 2 倍， 它与盘入、盘出螺线均相切。能否调整圆弧， 仍保 持各部分相切，使得调头曲线变短？ 龙头前把手的行进速度始终保持 1 m/s。以调头开始时间为零时刻， 给出从−100 s 开始 到100 s 为止， 每秒舞龙队的位置和速度， 将结果存放到文件result4.xlsx 中 （模板文件见附 件） 。 同时在论文中给出−100 s、−50 s、0 s、50 s、100 s 时，龙头前把手、 龙头后面第1、 51、101、151、201 节龙身前把手和龙尾后把手的位置和速度。,cumcm/question_solutions/2024/A/q04/solution.py,cumcm/question_results/2024/A/q04/result.json,cumcm/question_reports/2024/A/q04/report.md,cumcm/question_artifacts/2024/A/q04/experiment_table.csv,4
2024-A,2024,A,5,问题 5,舞龙队沿问题 4 设定的路径行进，龙头行进速度保持不变， 请确定龙头的最大 行进速度，使得舞龙队各把手的速度均不超过 2 m/s。 调头空间,cumcm/question_solutions/2024/A/q05/solution.py,cumcm/question_results/2024/A/q05/result.json,cumcm/question_reports/2024/A/q05/report.md,cumcm/question_artifacts/2024/A/q05/experiment_table.csv,4
2024-B,2024,B,1,问题 1,供应商声称一批零配件（零配件 1 或零配件 2）的次品率不会超过某个标称值。 企业准备采用抽样检测方法决定是否接收从供应商购买的这批零配件， 检测费用由企业自行 承担。请为企业设计检测次数尽可能少的抽样检测方案。 如果标称值为 10%，根据你们的抽样检测方案， 针对以下两种情形， 分别给出具体结果： (1) 在 95%的信度下认定零配件次品率超过标称值，则拒收这批零配件； (2) 在 90%的信度下认定零配件次品率不超过标称值，则接收这批零配件。,cumcm/question_solutions/2024/B/q01/solution.py,cumcm/question_results/2024/B/q01/result.json,cumcm/question_reports/2024/B/q01/report.md,cumcm/question_artifacts/2024/B/q01/experiment_table.csv,1
2024-B,2024,B,2,问题 2,已知两种零配件和成品次品率，请为企业生产过程的各个阶段作出决策： (1) 对零配件（零配件 1 和/或零配件 2）是否进行检测，如果对某种零配件不检测，这 种零配件将直接进入到装配环节；否则将检测出的不合格零配件丢弃； (2) 对装配好的每一件成品是否进行检测， 如果不检测， 装配后的成品直接进入到市场； 否则只有检测合格的成品进入到市场； (3) 对检测出的不合格成品是否进行拆解，如果不拆解，直接将不合格成品丢弃；否则 对拆解后的零配件，重复步骤(1)和步骤(2)； (4) 对用户购买的不合格品，企业将无条件予以调换，并产生一定的调换损失（如物流 成本、企业信誉等）。对退回的不合格品，重复步骤(3)。 请根据你们所做的决策， 对表 1 中的情形给出具体的决策方案，并给出决策的依据及相 应的指标结果。,cumcm/question_solutions/2024/B/q02/solution.py,cumcm/question_results/2024/B/q02/result.json,cumcm/question_reports/2024/B/q02/report.md,cumcm/question_artifacts/2024/B/q02/experiment_table.csv,1
2024-B,2024,B,3,问题 3,对 𝑚 道工序、𝑛 个零配件，已知零配件、半成品和成品的次品率，重复问题 2， 给出生产过程的决策方案。图 1 给出了 2 道工序、8 个零配件的情况，具体数值由表 2 给 出。,cumcm/question_solutions/2024/B/q03/solution.py,cumcm/question_results/2024/B/q03/result.json,cumcm/question_reports/2024/B/q03/report.md,cumcm/question_artifacts/2024/B/q03/experiment_table.csv,1
2024-B,2024,B,4,问题 4,假设问题 2 和问题 3 中零配件、 半成品和成品的次品率均是通过抽样检测方法 （例如，你在问题 1 中使用的方法）得到的，请重新完成问题 2 和问题 3。 附录 说明 (1) 半成品、成品的次品率是将正品零配件（或者半成品）装配后的产品次品率； (2) 不合格成品中的调换损失是指除调换次品之外的损失 （如： 物流成本、企业信誉等） 。 (3) 购买单价、 检测成本、 装配成本、 市场售价、 调换损失和拆解费用的单位均为元/件。,cumcm/question_solutions/2024/B/q04/solution.py,cumcm/question_results/2024/B/q04/result.json,cumcm/question_reports/2024/B/q04/report.md,cumcm/question_artifacts/2024/B/q04/experiment_table.csv,1
2024-C,2024,C,1,问题 1,假定各种农作物未来的预期销售量、种植成本、亩产量和销售价格相对于 2023 年保持 稳定，每季种植的农作物在当季销售。如果某种作物每季的总产量超过相应的预期销售量，超过部 分不能正常销售。请针对以下两种情况，分别给出该乡村 2024~2030 年农作物的最优种植方案，将 结果分别填入 result1_1.xlsx 和 result1_2.xlsx 中（模板文件见附件 3）。 (1) 超过部分滞销，造成浪费； (2) 超过部分按 2023 年销售价格的 50%降价出售。,cumcm/question_solutions/2024/C/q01/solution.py,cumcm/question_results/2024/C/q01/result.json,cumcm/question_reports/2024/C/q01/report.md,cumcm/question_artifacts/2024/C/q01/experiment_table.csv,6
2024-C,2024,C,2,问题 2,根据经验，小麦和玉米未来的预期销售量有增长的趋势，平均年增长率介于5%~10% 之间， 其他农作物未来每年的预期销售量相对于 2023 年大约有±5%的变化。农作物的亩产量往往会 受气候等因素的影响， 每年会有±10%的变化。因受市场条件影响，农作物的种植成本平均每年增长 5%左右。粮食类作物的销售价格基本稳定；蔬菜类作物的销售价格有增长的趋势， 平均每年增长5% 左右。食用菌的销售价格稳中有降， 大约每年可下降1%~5%， 特别是羊肚菌的销售价格每年下降幅 度为5%。 请综合考虑各种农作物的预期销售量、亩产量、种植成本和销售价格的不确定性以及潜在的种 植风险，给出该乡村 2024~2030 年农作物的最优种植方案，将结果填入 result2.xlsx 中（模板文件见 附件 3）。,cumcm/question_solutions/2024/C/q02/solution.py,cumcm/question_results/2024/C/q02/result.json,cumcm/question_reports/2024/C/q02/report.md,cumcm/question_artifacts/2024/C/q02/experiment_table.csv,6
2024-C,2024,C,3,问题 3,在现实生活中，各种农作物之间可能存在一定的可替代性和互补性，预期销售量与销 售价格、种植成本之间也存在一定的相关性。请在问题 2 的基础上综合考虑相关因素，给出该乡村 2024~2030 年农作物的最优种植策略，通过模拟数据进行求解，并与问题 2 的结果作比较分析。 附件 1 乡村现有耕地和农作物的基本情况 附件 2 2023 年乡村农作物种植和相关统计数据 附件 3 须提交结果的模板文件（result1_1.xlsx，result1_2.xlsx，result2.xlsx）,cumcm/question_solutions/2024/C/q03/solution.py,cumcm/question_results/2024/C/q03/result.json,cumcm/question_reports/2024/C/q03/report.md,cumcm/question_artifacts/2024/C/q03/experiment_table.csv,6
2024-D,2024,D,1,问题 1,投射一枚深弹，潜艇中心位置的深度定位没有误差， 两个水平坐标定位均服从 正态分布。分析投弹最大命中概率与投弹落点平面坐标及定深引信引爆深度之间的关系， 并 给出使得投弹命中概率最大的投弹方案，及相应的最大命中概率表达式。 针对以下参数值给出最大命中概率：潜艇长 100 m，宽 20 m，高 25 m，潜艇航向方位 角为 90∘，深弹杀伤半径为 20 m，潜艇中心位置的水平定位标准差 𝜎 = 120 m，潜艇中心 位置的深度定位值为 150 m.,cumcm/question_solutions/2024/D/q01/solution.py,cumcm/question_results/2024/D/q01/result.json,cumcm/question_reports/2024/D/q01/report.md,cumcm/question_artifacts/2024/D/q01/experiment_table.csv,1
2024-D,2024,D,2,问题 2,仍投射一枚深弹，潜艇中心位置各方向的定位均有误差。 请给出投弹命中概率 的表达式。 针对以下参数，设计定深引信引爆深度， 使得投弹命中概率最大： 潜艇中心位置的深度 定位值为 150 m，标准差 𝜎𝑧 = 40 m，潜艇中心位置实际深度的最小值为 120 m，其他参 数同问题 1。,cumcm/question_solutions/2024/D/q02/solution.py,cumcm/question_results/2024/D/q02/result.json,cumcm/question_reports/2024/D/q02/report.md,cumcm/question_artifacts/2024/D/q02/experiment_table.csv,1
2024-D,2024,D,3,问题 3,由于单枚深弹命中率较低，为了增强杀伤效果，通常需要投掷多枚深弹。若一 架反潜飞机可携带 9 枚航空深弹， 所有深弹的定深引信引爆深度均相同， 投弹落点在平面上 呈阵列形状（见图 2） 。在问题2 的参数下，请设计投弹方案（包括定深引信引爆深度，以 及投弹落点之间的平面间隔） ，使得投弹命中（指至少一枚深弹命中潜艇）的概率最大。,cumcm/question_solutions/2024/D/q03/solution.py,cumcm/question_results/2024/D/q03/result.json,cumcm/question_reports/2024/D/q03/report.md,cumcm/question_artifacts/2024/D/q03/experiment_table.csv,1
2024-E,2024,E,1,问题 1,对经中路-纬中路交叉口，根据车流量的差异，可将一天分成若干个时段，估 计不同时段各个相位（包括四个方向直行、转弯）车流量。,cumcm/question_solutions/2024/E/q01/solution.py,cumcm/question_results/2024/E/q01/result.json,cumcm/question_reports/2024/E/q01/report.md,cumcm/question_artifacts/2024/E/q01/experiment_table.csv,4
2024-E,2024,E,2,问题 2,根据所给数据和上述模型，对经中路和纬中路上所有交叉口的信号灯进行优 化配置，在保证车辆通行的前提下，使得两条主路上的车流平均速度最大。,cumcm/question_solutions/2024/E/q02/solution.py,cumcm/question_results/2024/E/q02/result.json,cumcm/question_reports/2024/E/q02/report.md,cumcm/question_artifacts/2024/E/q02/experiment_table.csv,4
2024-E,2024,E,3,问题 3,对五一黄金周期间的数据进行分析，判定寻找停车位的巡游车辆，并估算假 期景区需要临时征用多少停车位才能满足需求？,cumcm/question_solutions/2024/E/q03/solution.py,cumcm/question_results/2024/E/q03/result.json,cumcm/question_reports/2024/E/q03/report.md,cumcm/question_artifacts/2024/E/q03/experiment_table.csv,4
2024-E,2024,E,4,问题 4,五一黄金周期间，该小镇对景区周边道路实行了临时性交通管理措施，具体 管控措施见附件 3。请结合数据评价临时管控措施在两条主路上的效果。 附件 1 路段行驶方向编号及交叉口之间的距离 附件 2 纬中路各交叉口车辆信息 附件 3 五一黄金周期间交通管控措施,cumcm/question_solutions/2024/E/q04/solution.py,cumcm/question_results/2024/E/q04/result.json,cumcm/question_reports/2024/E/q04/report.md,cumcm/question_artifacts/2024/E/q04/experiment_table.csv,4
